volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.51,6.2,173,0.9984,9.7,5
0.51,2.6,135,0.99335,10,5
0.29,1.7,79,0.99053,11.4,7
0.29,9.3,141,0.9949,10.3,6
0.35,12.4,213,0.9962,9.9,6
0.17,1.5,121,0.99092,10.5,6
0.2,9.1,95,0.99532,9.8,7
0.615,12,131,0.99727,9.3,5
0.32,4.8,100,0.99026,12.4,7
0.2,12.3,145,0.99668,9.3,6
0.615,12,131,0.99727,9.3,5
0.23,2.7,165,0.9952,9.5,6
0.27,3.6,45,0.99144,10.5,6
0.27,3.6,45,0.99144,10.5,6
0.44,4.3,99,0.99015,12.8,7
0.34,1.8,142,0.9914,10.8,6
0.26,11.8,127,0.99693,10,6
0.17,1.8,170,0.99035,11.8,8
0.26,11.8,127,0.99693,10,6
0.17,1.8,170,0.99035,11.8,8
0.17,1.4,108,0.99006,12,6
0.43,6.6,138,0.99126,12.6,6
0.315,1.55,70,0.98994,11.9,8
0.17,0.7,28,0.98985,10.6,5
0.34,6.4,240,0.9971,9.2,5
0.33,11.8,240,0.99882,10,6
0.12,4.3,97,0.99477,9.2,5
0.13,5.1,103,0.99478,9.3,6
0.18,5.8,144,0.99576,10.2,6
0.16,5.9,148,0.99578,10.2,6
0.26,1.3,154,0.99354,8.7,5
0.32,1.4,163,0.99244,10.7,5
0.3,1.2,119,0.99084,12.1,6
0.16,7.4,152,0.99612,9.5,6
0.27,10.8,118,0.99356,11.2,6
0.16,1.8,95,0.98952,12,6
0.16,7.4,152,0.99612,9.5,6
0.3,1.2,119,0.99084,12.1,6
0.32,1.4,163,0.99244,10.7,5
0.44,14.4,228,0.99955,8.8,7
0.2,1.7,135,0.99374,10.8,6
0.29,3.6,138,0.9892,13.1,7
0.39,3.6,93,0.99144,12.5,7
0.36,10.05,131,0.99352,11.7,8
0.36,10.05,131,0.99352,11.7,8
0.36,10.5,135,0.9935,11.6,8
0.2,1.9,111,0.99237,11.3,6
0.39,3.6,93,0.99144,12.5,7
0.2,1.65,103,0.99022,11.4,5
0.235,1.9,117,0.99032,12.2,5
0.965,65.8,160,1.03898,11.7,6
0.2,6.85,211,0.99587,10.4,6
0.2,7.4,211,0.99587,10.4,6
0.2,7.4,211,0.99587,10.4,6
0.24,20.2,157,0.99976,9.1,5
0.3,11,70,0.99354,12.2,6
0.24,20.2,157,0.99976,9.1,5
0.4,6.2,176,0.99552,9.4,5
0.4,6.2,178,0.99552,9.4,5
0.2,6.85,211,0.99587,10.4,6
0.25,8,189,0.99604,9.2,5
0.26,8.2,183,0.99584,9.4,5
0.37,2.2,107,0.98894,13.5,7
0.35,10.1,151,0.9963,9.4,5
0.22,7.2,83,0.993,10.9,8
0.37,2.2,107,0.98894,13.5,7
0.35,10.1,151,0.9963,9.4,5
0.31,1.6,114,0.99068,11.4,7
0.16,1.3,125,0.98964,12.4,7
0.25,8,189,0.99604,9.2,5
0.26,8.2,183,0.99584,9.4,5
0.15,5.3,79,0.9923,10.5,6
0.15,14,99,0.99437,11.5,8
0.22,7.2,83,0.993,10.9,8
0.2,1.6,123,0.99238,10.8,6
0.17,11.8,148,0.99801,8.9,5
0.18,9.6,151,0.99802,8.9,5
0.27,6.1,184,0.99566,9.4,6
0.32,2.7,153,0.99067,12.2,7
0.26,3.6,100,0.99066,12.1,7
0.3,1.7,128,0.9929,10.9,5
0.16,1.6,109,0.9934,10.1,6
0.32,2.7,153,0.99067,12.2,7
0.19,1,71,0.98912,13,7
0.36,0.9,72,0.99066,11,5
0.17,1.6,126,0.99228,10.8,5
0.19,1,71,0.98912,13,7
0.11,10.6,148,0.9958,9.3,4
0.21,2,123,0.99052,11.4,6
0.325,1.2,120,0.99312,9.2,5
0.4,6.2,241,0.9968,9.9,5
0.2,9.2,150,0.99502,10.5,5
0.27,5,56,0.99084,12.4,6
0.26,6.3,172,0.99573,9.5,6
0.25,3.3,161,0.99256,10.5,6
0.22,8,196,0.9959,9.1,6
0.14,1.2,138,0.99084,11.5,7
0.14,1.2,138,0.99084,11.5,7
0.26,16.2,170,0.99644,11.2,5
0.22,11.6,140,0.99526,10.8,5
0.45,7.2,186,0.9954,9.4,5
0.17,1.1,73,0.99095,11,6
0.44,3.4,112,0.99188,11.3,7
0.15,1.4,117,0.9909,11.2,6
0.25,3.3,161,0.99256,10.5,6
0.22,8,196,0.9959,9.1,6
0.26,9.3,154,0.99581,10.4,6
0.15,2.3,82,0.99132,11.2,7
0.22,0.9,89,0.98936,11.1,7
0.37,3.5,92,0.99136,11.2,6
0.375,1.7,98,0.99142,10.5,6
0.2,1.3,92,0.99232,10,6
0.22,1.3,90,0.99232,10,6
0.22,5.6,97,0.993,10.9,5
0.22,7.4,87,0.99311,10.9,7
0.15,2.3,82,0.99132,11.2,7
0.2,1,86,0.98993,11.7,5
0.31,1.5,144,0.99208,10,5
0.43,10,210,0.99776,9.5,5
0.24,14.9,136,0.99839,9,5
0.23,9.3,86,0.99574,10,5
0.2,1,154,0.99093,11.9,5
0.16,1,101,0.99156,10.6,6
0.21,5.9,101,0.99278,11,6
0.33,5,143,0.9924,11.2,7
0.18,1.25,129,0.98984,12,7
0.29,3.9,96,0.99035,12.6,8
0.33,5,143,0.9924,11.2,7
0.21,0.8,113,0.99165,10.5,6
0.21,1,144,0.9923,10.2,6
0.21,5.9,101,0.99278,11,6
0.11,1.6,90,0.99008,12.2,6
0.15,1.3,76,0.98964,12.3,6
0.16,1,101,0.99156,10.6,6
0.19,1.1,115,0.9909,10.4,6
0.18,1.25,129,0.98984,12,7
0.48,1.4,121,0.9889,12.7,7
0.23,1.2,128,0.99178,10.6,5
0.17,5,108,0.99076,12.3,6
0.48,1.4,121,0.9889,12.7,7
0.15,1.7,84,0.99046,11.4,6
0.17,1.8,161,0.98999,12,7
0.21,1.6,95,0.98946,12.4,8
0.23,1.5,121,0.98976,12.1,7
0.15,1.7,84,0.99046,11.4,6
0.22,13.9,135,0.99672,10.7,5
0.15,5.9,162,0.99482,9.3,5
0.32,2.1,138,0.98945,12.7,6
0.37,1.1,88,0.98883,11.7,6
0.25,6.7,64,0.99362,10.7,5
0.21,2.7,94,0.99075,11.8,7
0.24,6.7,125,0.99436,9.9,5
0.475,3.95,81,0.98988,13.4,7
0.28,7.75,114,0.99158,12.8,7
0.4,10.6,87,0.99265,12.8,6
0.41,1.6,101,0.99195,10.5,5
0.2,2.5,84,0.99168,11.5,5
0.22,0.7,25,0.9918,10.5,4
0.36,11.1,132,0.99313,13,6
0.285,5.15,138,0.9895,12.4,8
0.2,4.7,148,0.9932,10.2,6
0.42,9.7,234,0.99848,9,5
0.16,1.7,153,0.9909,12,7
0.125,1.4,68,0.99014,11.7,7
0.44,2,180,0.9952,10,5
0.31,7.5,218,0.99652,10.3,5
0.42,9.7,234,0.99848,9,5
0.18,0.8,78,0.99104,11.1,5
0.21,13.1,150,0.99772,9,5
0.16,1.1,97,0.9922,10.5,6
0.22,2.2,92,0.99076,11.9,7
0.36,8.9,155,0.99622,9.4,5
0.21,1.1,81,0.9902,11.4,6
0.25,0.9,114,0.99114,10.8,7
0.31,1.7,157,0.9938,9.8,5
0.26,6.9,183,0.99594,9.3,5
0.21,1.1,81,0.9902,11.4,6
0.2,1,73,0.99035,11.3,6
0.18,1,73,0.99032,11.3,6
0.37,7.6,170,0.99558,9.5,5
0.36,8.9,155,0.99622,9.4,5
0.22,2.2,92,0.99076,11.9,7
0.18,1.2,199,0.99413,9.3,5
0.14,1,81,0.99043,11.4,6
0.14,1,81,0.99043,11.4,6
0.44,3.1,128,0.98982,12.7,6
0.36,1.95,118,0.98934,13.5,7
0.28,2.2,65,0.9902,11.2,6
0.16,8.75,118,0.99449,10.7,5
0.28,11.9,92,0.99629,10.8,4
0.39,2.7,202,0.9948,10.5,6
0.44,5.45,137,0.98984,13,8
0.22,6.3,131,0.99326,10.8,6
0.22,14.4,118,0.99834,9.1,6
0.25,7.8,196,0.99555,10.1,5
0.155,1.6,59,0.98975,11.9,8
0.31,9.1,140,0.99216,12,7
0.31,9.1,140,0.99216,12,7
0.22,14.4,118,0.99834,9.1,6
0.21,1.3,147,0.9901,11.6,8
0.155,1.6,59,0.98975,11.9,8
0.25,11.3,192,0.99573,10.2,6
0.22,6.3,131,0.99326,10.8,6
0.21,0.7,66,0.99215,9.8,5
0.27,1.25,89,0.98993,11.4,4
0.17,0.7,68,0.99218,9.8,5
0.25,7.8,196,0.99555,10.1,5
0.12,10.3,98,0.99564,9.8,8
0.12,10.3,98,0.99564,9.8,8
0.29,7.8,128,0.99397,10.7,6
0.3,8.7,111,0.99576,10.6,5
0.26,8.3,173,0.99601,9.3,5
0.12,10.3,98,0.99564,9.8,8
0.29,7.8,128,0.99397,10.7,6
0.33,1.2,150,0.98713,14,8
0.29,8.3,107,0.99308,11,6
0.29,8.3,107,0.99308,11,6
0.26,6.2,182,0.99582,9.4,6
0.28,5,139,0.99494,9,6
0.28,1.8,108,0.9929,9,5
0.2,1.6,101,0.99471,10,5
0.27,1.8,109,0.9929,9,5
0.28,1.8,108,0.9929,9,5
0.29,2.9,79,0.99037,12.4,7
0.35,6,123,0.99304,11.3,5
0.12,0.9,86,0.99026,12,6
0.12,1.1,94,0.98986,11.7,6
0.2,1.6,101,0.99471,10,5
0.4,5.45,90,0.98951,13.2,7
0.11,14.05,114,0.99634,11,7
0.23,8,114,0.99368,11,6
0.38,13.1,94,0.99792,9.2,5
0.38,4.9,113,0.99026,13,7
0.19,1.3,128,0.99362,10.6,5
0.34,2.2,119,0.98919,13,8
0.23,14.9,118,0.99835,9,6
0.23,14.9,118,0.99835,9,6
0.31,0.95,148,0.99038,11.5,5
0.2,1.4,76,0.99104,11,6
0.31,0.95,148,0.99038,11.5,5
0.26,1.7,112,0.99286,9.9,5
0.22,5.6,128,0.99296,10.4,6
0.23,14.9,118,0.99835,9,6
0.19,7.1,110,0.9954,9.9,6
0.14,1.2,162,0.9914,11,6
0.32,9.6,124,0.99286,12.1,6
0.23,11.4,131,0.99604,9.7,6
0.23,11.4,131,0.99604,9.7,6
0.36,7.9,123,0.99119,12.2,7
0.38,5,113,0.99007,12.4,7
0.23,11.1,97,0.99507,10.5,7
0.2,8,213,0.99596,10.4,6
0.26,3.8,180,0.99011,12,6
0.3,10.55,28,0.99184,12.7,6
0.18,10.2,115,0.99469,10.9,7
0.18,10.2,115,0.99469,10.9,7
0.18,9.8,113,0.99406,10.9,7
0.19,6.3,103,0.99305,11.4,7
0.16,1.1,184,0.99096,11,6
0.27,4.5,178,0.98956,12.6,7
0.37,6.3,152,0.9921,11.6,7
0.2,10.9,130,0.99496,10.5,7
0.18,9.8,113,0.99406,10.9,7
0.18,9.8,113,0.99406,10.9,7
0.28,0.8,119,0.9888,12.5,6
0.35,0.8,111,0.98942,12.1,8
0.25,1.2,158,0.99082,11.3,6
0.32,1.3,112,0.98802,13.3,7
0.18,9.8,113,0.99406,10.9,7
0.18,10.2,115,0.99469,10.9,7
0.2,10.9,130,0.99496,10.5,7
0.37,6.3,152,0.9921,11.6,7
0.19,6.3,103,0.99305,11.4,7
0.18,1.2,111,0.99074,11,6
0.3,0.9,156,0.98968,12.1,6
0.16,1.1,184,0.99096,11,6
0.27,4.5,178,0.98956,12.6,7
0.3,3.7,173,0.9887,13,7
0.2,18.1,221,0.99941,8.8,6
0.25,1.35,218,0.99388,9.5,5
0.22,5.5,105,0.99206,11.8,6
0.25,3.1,93,0.99035,12.2,6
0.13,12.85,105,0.99581,10.7,6
0.45,19.8,67,0.9976,11,6
0.32,8.25,104,0.99362,11.4,6
0.13,12.85,105,0.99581,10.7,6
0.34,3.8,135,0.99016,12,6
0.22,6.9,121,0.99176,11.9,8
0.32,8.25,104,0.99362,11.4,6
0.32,11.7,46,0.99439,11.8,6
0.27,4.6,88,0.99458,10.6,4
0.74,4,133,0.99418,9.7,5
0.45,19.8,67,0.9976,11,6
0.13,12.85,105,0.99581,10.7,6
0.22,1.2,152,0.99178,11,7
0.22,8.9,118,0.99456,10.5,6
0.32,11.7,150,0.99578,10.4,5
0.18,6.2,138,0.99546,10.5,6
0.47,14.8,142,0.99518,12,8
0.47,14.8,142,0.99518,12,8
0.19,10.8,124,0.99646,9.2,6
0.14,1.6,92,0.99264,10.9,5
0.24,8.3,185,0.99578,9.5,6
0.25,8.4,156,0.99604,9.4,6
0.24,2.5,85,0.99014,11.3,7
0.29,3.5,189,0.99489,10.4,5
0.33,17.2,170,0.99884,9.4,6
0.23,2.1,104,0.99054,11.3,6
0.27,12.2,196,0.99782,8.8,6
0.2,11.8,130,0.99519,10.8,5
0.33,16.8,173,0.99882,9.4,6
0.33,17.2,170,0.99884,9.4,6
0.21,1.1,114,0.9931,9.2,6
0.27,14.7,144,0.99666,10.3,6
0.12,5.5,99,0.99324,9.9,6
0.24,6.1,112,0.99086,12.4,6
0.18,1.2,167,0.9908,11.9,5
0.17,1.3,132,0.99067,11.7,6
0.33,8.7,199,0.99711,9.4,5
0.255,1.7,272,0.99452,9.6,4
0.33,8.7,199,0.99711,9.4,5
0.2,10.2,175,0.9945,10.4,7
0.17,4.5,102,0.99427,9.5,5
0.15,5.9,73,0.99152,11.9,6
0.25,1.7,116,0.98935,12.5,6
0.28,1.4,55,0.98876,13.4,5
0.27,5.4,114,0.99174,12.7,5
0.25,7.9,208,0.99572,9.1,5
0.19,1.1,58,0.99184,10.5,6
0.25,7,176,0.99454,10.4,5
0.25,7,176,0.99454,10.4,5
0.28,7.6,110,0.99164,12.5,8
0.25,7,176,0.99454,10.4,5
0.21,12.3,183,0.99778,9,5
0.15,15.3,120,0.9975,9.8,6
0.21,12.3,183,0.99778,9,5
0.28,1.2,142,0.99205,10.7,4
0.18,2.3,111,0.98962,12.4,6
0.53,6.1,76,0.99118,12.5,8
0.28,7.6,110,0.99164,12.5,8
0.36,10.2,82,0.99274,12.1,7
0.25,4.1,163,0.99184,11.3,6
0.24,2.9,122,0.99052,12,5
0.25,8.5,141,0.99546,10.4,5
0.15,1.5,87,0.98972,12.2,7
0.28,3.1,115,0.9942,8.6,5
0.25,7.9,208,0.99572,9.1,5
0.28,3.5,91,0.99022,12.1,5
0.35,4.9,125,0.99253,12,5
0.19,1.1,58,0.99184,10.5,6
0.25,7,176,0.99454,10.4,5
0.35,1.2,102,0.9903,11.9,6
0.31,4.5,94,0.98906,13.7,7
0.17,2.6,78,0.99146,11.3,6
0.23,9.9,88,0.9951,10.5,6
0.31,4.5,94,0.98906,13.7,7
0.2,9.5,201,0.995,10.1,3
0.37,1.5,76,0.98876,12.3,6
0.36,3.2,89,0.98956,12,7
0.17,2.6,78,0.99146,11.3,6
0.28,11.2,183,0.99592,9.5,6
0.27,3.2,152,0.99129,11.4,6
0.25,2.3,118,0.99064,11.9,7
0.24,4.9,18,0.99368,10,6
0.24,4.9,18,0.99368,10,6
0.13,1.4,102,0.99121,11.3,7
0.78,1.5,133,0.99104,11.7,5
0.33,6.7,129,0.99221,11,7
0.34,2.1,111,0.98924,12.2,7
0.14,4.3,124,0.99176,10.7,7
0.26,10.9,84,0.99432,10.9,6
0.29,7,113,0.99366,10.2,6
0.25,2.3,118,0.99064,11.9,7
0.21,2.5,130,0.99178,11.1,5
0.26,2.6,159,0.99126,11.2,6
0.27,3.2,152,0.99129,11.4,6
0.25,2.5,169,0.99252,10.6,6
0.35,14.7,151,0.99709,10.3,5
0.3,4.5,203,0.99513,10.4,4
0.24,2.2,111,0.99045,11.9,6
0.23,1.9,98,0.99,11.9,7
0.23,1.6,129,0.99305,10.4,5
0.24,17.3,126,0.99888,9.2,6
0.17,4.2,117,0.99182,11.3,6
0.17,4.2,117,0.99182,11.3,6
0.21,2.5,89,0.9913,11,7
0.23,1.9,98,0.99,11.9,7
0.28,1.4,147,0.98836,12.9,7
0.19,0.8,21,0.9897,10.8,5
0.25,8,206,0.99586,9.1,6
0.23,1.6,129,0.99305,10.4,5
0.18,1.7,103,0.98892,12.9,6
0.18,5.5,86,0.99156,12.2,5
0.24,17.3,126,0.99888,9.2,6
0.23,8.6,150,0.99534,10.3,5
0.17,6.9,128,0.99322,11,7
0.3,2.1,98,0.99296,11,5
0.24,2.2,100,0.99098,11.7,6
0.21,1.5,122,0.98972,12,6
0.33,2.5,148,0.98964,12.7,6
0.35,17.6,198,0.99918,8.8,5
0.17,4.2,117,0.99182,11.3,6
0.25,2.9,121,0.99008,12.8,6
0.16,4.8,114,0.992,11.2,6
0.39,11.9,221,0.99851,8.9,6
0.19,0.9,103,0.99026,11.2,5
0.25,1.3,135,0.9906,11.1,6
0.22,6.4,115,0.99293,10.8,6
0.19,4.3,126,0.99658,9.3,6
0.39,11.9,221,0.99851,8.9,6
0.33,8.1,34,0.9911,12.7,7
0.17,1.3,140,0.9904,12,6
0.19,0.9,103,0.99026,11.2,5
0.23,17.2,130,0.99946,8.8,6
0.23,17.2,130,0.99946,8.8,6
0.23,17.2,130,0.99946,8.8,6
0.32,8.7,154,0.99568,10.4,6
0.23,17.2,130,0.99946,8.8,6
0.32,8.7,154,0.99568,10.4,6
0.39,7.5,88,0.9907,14,6
0.23,17.2,130,0.99946,8.8,6
0.25,4.6,294,0.99018,13.1,6
0.29,3.7,88,0.98994,12.3,6
0.4,2.2,109,0.99075,12.6,6
0.39,7.4,133,0.99212,12,7
0.17,15.1,124,0.99684,9.5,5
0.39,7.4,133,0.99212,12,7
0.36,4.8,114,0.99036,12.7,7
0.19,7.9,130,0.99456,10.5,6
0.34,1,80,0.98865,12.9,6
0.17,15.1,124,0.99684,9.5,5
0.39,7.4,133,0.99212,12,7
0.36,4.8,114,0.99036,12.7,7
0.3,4.6,198,0.99222,11.9,6
0.68,1.4,123,0.99022,12,6
0.34,6.2,133,0.99076,12.5,6
0.28,6.1,118,0.99144,12.1,7
0.19,5.1,82,0.98961,12.5,6
0.16,6.3,113,0.9936,9.9,6
0.17,0.9,147,0.99126,10.7,6
0.2,2.3,87,0.99044,12,6
0.33,6.6,116,0.99123,12.2,8
0.33,7.5,124,0.99123,12.4,8
0.36,8.6,125,0.9916,12.4,8
0.21,11.9,140,0.9959,10.3,6
0.2,2.3,87,0.99044,12,6
0.41,7.1,154,0.9931,10.5,5
0.15,4.3,98,0.99422,9.5,6
0.2,1.1,106,0.99194,10.5,4
0.24,1,90,0.98926,12.3,6
0.16,7.9,107,0.99306,11.9,6
0.12,1,131,0.99164,9.8,5
0.24,1,90,0.98926,12.3,6
0.1,1,76,0.98988,11.4,7
0.21,7.3,115,0.99268,11,6
0.3,1.7,70,0.99373,10.8,4
0.18,1.3,125,0.98939,12.8,7
0.17,6.4,123,0.99318,11,8
0.19,1.8,148,0.99196,10.2,5
0.28,1.5,114,0.98952,12.5,7
0.24,3.8,146,0.9911,11.6,6
0.16,7.9,107,0.99306,11.9,6
0.12,1,131,0.99164,9.8,5
0.16,1.2,89,0.99111,11,5
0.21,5.3,123,0.99321,10.9,6
0.22,9.1,127,0.99326,11,7
0.34,6.5,126,0.99124,12.5,6
0.22,9.1,127,0.99326,11,7
0.21,6.3,121,0.99214,12,7
0.31,5.1,145,0.9897,12.4,7
0.34,6.5,126,0.99124,12.5,6
0.42,2.4,97,0.98915,12.8,7
0.22,9.1,127,0.99326,11,7
0.28,7.5,177,0.99692,9.1,5
0.45,5,156,0.991,12.4,7
0.29,6.75,98,0.9913,12.9,7
0.21,1.2,126,0.99234,10.9,6
0.25,1.6,164,0.99402,10.8,5
0.21,16.05,142,0.99678,10.6,5
0.33,5,106,0.99458,9,5
0.3,12.4,154,0.99452,12,6
0.24,0.95,131,0.99033,11.8,5
0.18,4.6,158,0.9927,10.6,6
0.335,1.7,74,0.99002,12.3,6
0.14,1,54,0.99057,11.5,6
0.13,1.3,111,0.99127,11.1,5
0.33,5,106,0.99458,9,5
0.29,2.5,111,0.9927,9.9,4
0.35,2.6,92,0.98938,12.8,7
0.38,2.1,76,0.99001,12.9,5
0.24,12.75,74,0.99386,12.9,6
0.16,1.1,115,0.9899,12,6
0.3,12.4,154,0.99452,12,6
0.15,3.7,151,0.9913,11.2,6
0.33,2.65,86,0.98916,13.3,7
0.2,2.5,125,0.99276,9.9,6
0.27,8.2,192,0.99586,9.5,6
0.27,7.3,200,0.99556,9.4,6
0.2,1.1,119,0.99158,11,7
0.13,6.6,150,0.99548,9.4,6
0.21,7,107,0.99206,11.5,6
0.31,14.5,79,0.99412,12.5,5
0.2,11.8,93,0.99364,11.9,6
0.25,3,141,0.99338,10.4,6
0.15,3.7,151,0.9913,11.2,6
0.22,6,141,0.99123,12.5,6
0.23,4.6,147,0.99216,11,7
0.27,2.5,115,0.99328,9.8,5
0.34,3.3,99,0.99031,12.3,7
0.16,1,113,0.9908,11,6
0.3,1.1,113,0.98871,12.6,7
0.29,1.4,109,0.99119,11.6,6
0.34,3.3,99,0.99031,12.3,7
0.21,8.55,86,0.99146,13.4,7
0.27,2.5,115,0.99328,9.8,5
0.22,6.7,116,0.99245,11.5,6
0.27,3.8,139,0.99116,11.6,6
0.25,4.5,147,0.9921,11.1,7
0.23,4.6,147,0.99216,11,7
0.13,4.2,131,0.99162,11.3,6
0.24,11.3,173,0.99632,9.9,6
0.26,5.5,105,0.99082,12.6,8
0.3,4.2,100,0.9905,11.8,8
0.38,2.2,201,0.99177,11.4,5
0.19,14.5,193,0.9986,9.2,6
0.19,14.5,193,0.9986,9.2,6
0.19,14.5,193,0.9986,9.2,6
0.19,14.5,193,0.9986,9.2,6
0.19,14.5,193,0.9986,9.2,6
0.19,14.5,193,0.9986,9.2,6
0.32,1.5,101,0.98923,13,5
0.19,18.75,193,1.00014,9.3,7
0.26,3.6,92,0.99026,12.6,8
0.24,1.4,247,0.99358,9.6,6
0.215,5.1,157,0.99688,8,3
0.24,10.5,105,0.99407,11.8,6
0.23,2,154,0.99226,10.2,6
0.33,2.6,126,0.99097,12.7,6
0.38,9.2,214,0.9976,9.4,5
0.15,1.8,115,0.99166,10.2,5
0.32,5.7,91,0.99184,12,7
0.22,2.4,100,0.99135,11.3,7
0.23,1.9,118,0.99074,11.8,7
0.22,1.4,129,0.99193,10.9,5
0.48,0.9,99,0.99226,9.8,4
0.23,4.6,154,0.99142,12.2,8
0.16,1.4,125,0.99091,11.1,7
0.38,9.2,214,0.9976,9.4,5
0.16,1.4,140,0.99134,11.4,6
0.15,1.8,115,0.99166,10.2,5
0.32,2.3,127,0.98964,12.8,6
0.12,2.3,125,0.99229,10.1,7
0.2,4.4,168,0.99396,9.4,6
0.34,6.4,103,0.99148,12.2,6
0.21,2.9,121,0.9913,10.9,7
0.23,2.8,122,0.99126,10.9,7
0.21,2.9,121,0.9913,10.9,7
0.2,4.4,168,0.99396,9.4,6
0.28,8.2,196,0.99562,9.4,5
0.25,1,80,0.99128,11.4,5
0.12,2.9,73,0.98896,12.9,8
0.28,7,194,0.99558,9.4,5
0.17,1.8,84,0.98961,12,7
0.25,1.5,113,0.99338,10.1,6
0.28,7,194,0.99558,9.4,5
0.28,8.2,196,0.99562,9.4,5
0.25,7.6,184,0.99572,9.2,5
0.24,2.3,109,0.99056,11.8,6
0.32,8.7,105,0.99146,12.3,7
0.25,1,80,0.99128,11.4,5
0.12,2.9,73,0.98896,12.9,8
0.24,6.7,91,0.99172,12.3,6
0.22,5,93,0.99012,13.5,7
0.32,1.9,142,0.98912,12.8,7
0.19,2,96,0.98902,12.8,7
0.32,1.9,142,0.98912,12.8,7
0.24,8.5,208,0.99395,11,3
0.35,12.6,124,0.99539,10.6,6
0.46,5.2,96,0.99129,12.4,7
0.3,2.1,142,0.98956,12.9,7
0.19,1.1,152,0.9916,11.1,7
0.24,1.3,95,0.98889,12.9,7
0.145,1.1,64,0.99012,11.8,7
0.435,9.2,243,0.99833,9.1,6
0.18,1.2,74,0.98853,12.7,7
0.18,1.1,96,0.98942,12,6
0.32,8.3,105,0.99266,11.2,6
0.16,1.8,105,0.98962,12.4,7
0.21,1.4,148,0.99168,10.4,5
0.29,15.7,124,0.9968,10.4,5
0.26,4.35,80,0.98934,12.7,6
0.26,1.8,105,0.98995,12.5,7
0.17,1.6,103,0.991,12,6
0.17,2,117,0.99152,11.6,6
0.25,5,126,0.99048,12.6,7
0.17,1.8,178,0.99204,10.2,5
0.17,1.3,70,0.99202,10.4,7
0.24,1,122,0.9906,11.5,5
0.21,1.4,112,0.99091,11,6
0.23,8.1,176,0.99472,10.1,6
0.23,8.6,159,0.99452,10.5,6
0.22,3.7,151,0.99177,12.1,7
0.165,5.7,146,0.9934,9.9,6
0.425,2.35,87,0.99082,11.4,6
0.38,13.65,189,0.99784,9.5,6
0.38,13.65,189,0.99784,9.5,6
0.38,13.65,189,0.99784,9.5,6
0.27,15.2,41,0.99665,10.9,6
0.17,4.6,98,0.99422,9.5,6
0.3,1.2,125,0.98999,12.6,6
0.17,4.6,98,0.99422,9.5,6
0.26,6.65,104,0.99254,11.1,5
0.36,13.55,189,0.99782,9.5,7
0.38,13.65,189,0.99784,9.5,6
0.18,9.8,188,0.9952,10.6,6
0.18,10.3,185,0.99519,10.6,6
0.16,6.7,157,0.99384,10.8,6
0.27,15.2,41,0.99665,10.9,6
0.17,9.9,101,0.99596,9.9,6
0.22,7.2,132,0.9935,11.3,6
0.22,1.1,90,0.98862,12.6,6
0.36,8.3,81,0.99151,12.5,6
0.43,11.25,87,0.9922,12.4,6
0.2,12.8,132,0.99426,11.8,7
0.32,9.65,119,0.99168,12.2,6
0.2,12.6,136,0.99556,10.7,6
0.22,12.2,97,0.99356,11.3,7
0.36,8.3,81,0.99151,12.5,6
0.43,11.25,87,0.9922,12.4,6
0.18,1.3,72,0.99072,11.3,7
0.17,9.9,101,0.99596,9.9,6
0.22,7.2,132,0.9935,11.3,6
0.22,1.1,90,0.98862,12.6,6
0.2,1.1,67,0.98954,11.5,6
0.2,4.8,76,0.99076,12.3,7
0.3,1.1,111,0.9889,12.2,6
0.29,1.4,114,0.98794,13.2,6
0.18,1.7,161,0.99207,10.2,6
0.22,10.6,117,0.99355,11.5,7
0.29,1.4,114,0.98794,13.2,6
0.3,1.1,111,0.9889,12.2,6
0.15,5.55,139,0.99336,11,6
0.28,2.1,121,0.98882,13.2,7
0.19,1.7,135,0.99341,9.5,5
0.22,9,132,0.997,10.2,6
0.18,1.7,161,0.99207,10.2,6
0.4,1.8,189,0.99174,11.4,6
0.28,4.7,140,0.99042,12.5,8
0.36,11.3,221,0.9984,9.2,5
0.28,3.6,121,0.99111,12.1,7
0.19,6.9,125,0.9933,10.7,7
0.28,3.6,121,0.99111,12.1,7
0.22,4.9,156,0.99316,11.2,6
0.23,6.95,179,0.9946,10.6,6
0.32,1.9,126,0.99,11.8,6
0.28,4.7,140,0.99042,12.5,8
0.36,11.3,221,0.9984,9.2,5
0.39,1.8,80,0.99016,12.6,6
0.24,11.3,77,0.99381,12.8,7
0.29,8.2,112,0.99144,12.3,6
0.28,8.3,113,0.99139,12.3,8
0.38,9.55,91,0.9919,12.4,6
0.28,8.4,115,0.99192,12.3,6
0.25,7.8,188,0.99576,9.1,5
0.26,7.8,186,0.9958,9.1,5
0.29,10.2,138,0.9951,10.6,6
0.19,5.5,189,0.99304,10.3,6
0.33,7.8,183,0.99657,9.5,5
0.32,7.4,95,0.99268,11.1,6
0.46,3.3,143,0.99392,10.8,6
0.19,5,120,0.99242,11.2,5
0.46,3.3,143,0.99392,10.8,6
0.27,5,99,0.9925,11.4,5
0.18,1.3,94,0.99092,11.2,6
0.15,1.2,119,0.99137,10.2,6
0.32,7.4,95,0.99268,11.1,6
0.33,7.8,183,0.99657,9.5,5
0.32,9.9,192,0.99642,10.2,6
0.23,0.7,111,0.9916,11,3
0.3,4.6,148,0.99458,11.5,7
0.14,5.6,127,0.99373,9.8,6
